Source,Target,Weight
2810,10237,3
2810,10555,1
2810,10631,1
2810,10743,5
2810,10747,11
2810,10826,1
2810,10929,2
2810,10930,4
2810,10942,1
2810,11277,7
2810,11468,1
2810,11483,9
2810,11796,1
2810,11887,1
2810,11941,11
2810,11983,6
2810,12085,1
2810,12231,16
2810,12309,27
2811,2932,1
2811,4644,1
2811,5826,8
2811,9916,4
2811,10942,8
2812,2856,1
2812,3030,1
2812,3086,2
2812,3203,1
2812,3206,1
2812,3294,6
2812,3521,48
2812,3630,1
2812,3682,1
2812,3692,9
2812,3759,1
2812,3767,5
2812,3973,1
2812,4374,17
2812,4656,1
2812,4764,7
2812,4768,1
2812,4863,13
2812,4884,1
2812,5444,1
2812,5751,2
2812,5784,1
2812,5870,3
2812,5920,2
2812,6046,14
2812,6186,7
2812,6245,12
2812,6487,1
2812,6503,2
2812,6511,1
2812,6968,1
2812,7033,5
2812,7113,3
2812,7637,1
2812,7737,1
2812,7855,3
2812,7857,1
2812,8087,1
2812,8119,2
2812,8292,2
2812,8364,1
2812,8616,1
2812,8644,1
2812,8744,1
2812,8956,5
2812,8969,6
2812,9045,29
2812,9124,58
2812,9224,1
2812,9275,10
2812,9444,1
2812,9458,3
2812,9507,117
2812,9524,1
2812,9674,1
2812,9692,10
2812,9714,1
2812,9719,1
2812,9720,1
2812,9772,3
2812,9779,1
2812,10025,1
2812,10067,228
2812,10100,1
2812,10290,1
2812,10341,1
2812,10388,3
2812,10449,1
2812,10545,1
2812,10617,1
2812,10699,14
2812,10908,2
2812,10942,13
2812,10978,1
2812,11144,1
2812,11423,75
2812,11575,1
2812,11591,1
2812,11638,1
2812,11665,1
2812,11677,1
2812,11801,2
2812,11863,3
2812,11964,1
2812,12007,2
2812,12060,1
2812,12079,13
2812,12092,1
2812,12122,1
2812,12177,42
2812,12211,2
2812,12229,1
2813,4308,2
2813,8956,5
2813,10067,1
2813,11423,1
2816,2897,1
2816,3293,1
2816,3411,1
2816,3412,1
2816,4060,17
2816,4387,10
2816,5318,1
2816,5570,1
2816,6347,9
2816,6364,1
2816,7335,5
2816,7938,16
2816,8240,1
2816,8432,3
2817,4750,4
2817,5696,1
2817,5698,1
2817,6436,4
2818,11242,2
2818,11287,2
2819,4802,1
2820,2867,1
2820,3552,1
2820,3856,3
2820,4032,1
2820,5403,1
2820,5529,1
2820,7024,1
2820,7178,1
2820,7776,1
2820,8634,1
2820,10154,3
2820,11403,1
2820,11676,1
2820,11688,1
2821,4816,1
2821,6619,1
2821,10998,1
2822,2986,20
2822,6344,2
2823,4345,1
2823,7045,1
2823,7264,1
2823,10494,1
2823,11826,1
2824,10341,1
2825,2871,2
2825,8940,2
2826,4969,1
2826,4970,1
2826,11222,1
2826,12059,1
2827,2943,1
2827,5673,6
2827,10136,6
2827,10529,6
2827,11928,2
2828,3024,1
2828,3301,1
2828,6114,1
2828,6359,3
2828,9383,2
2829,6114,2
2830,4277,2
2830,5382,2
2830,5830,5
2830,6541,1
2830,9689,1
2830,10942,6
2830,11257,1
2830,11923,1
2831,3187,3
2831,4981,1
2831,4990,2
2831,5004,3
2831,5820,1
2831,5948,2
2831,6797,1
2831,7716,2
2831,7843,4
2831,8664,4
2831,8917,1
2831,9426,7
2831,9490,2
2831,10673,1
2831,10903,4
2831,12111,3
2832,3671,2
2832,4915,1
2832,5158,1
2832,5264,9
2832,5772,1
2832,6029,10
2832,9427,10
2832,10420,6
2832,10990,1
2833,3089,3
2833,3176,1
2833,3420,25
2833,4636,1
2833,5151,1
2833,5526,1
2833,5559,1
2833,6401,26
2833,7180,1
2833,7976,4
2833,8940,3
2833,9947,9
2833,11546,11
2833,12277,2
2834,9426,1
2834,10919,19
2835,3338,1
2837,6462,5
2837,6800,3
2837,7988,3
2837,9153,2
2838,3827,35
2838,3962,5
2838,4459,25
2838,7059,1
2838,8100,1
2838,8224,1
2838,8581,4
2838,8869,3
2838,9613,1
2838,9635,46
2838,10393,3
2838,11202,1
2838,11250,2
2838,11990,1
2840,10990,1
2841,3196,4
2841,4367,2
2841,4426,1
2841,4468,10
2841,6288,4
2841,6777,2
2841,7826,1
2841,7959,1
2841,8099,1
2841,8822,13
2841,9126,1
2841,10894,7
2842,7559,1
2842,9202,1
2843,3475,1
2843,3647,9
2843,3745,4
2843,3973,1
2843,4016,2
2843,4017,1
2843,4312,1
2843,5210,16
2843,5254,1
2843,5276,2
2843,5277,2
2843,6380,13
2843,6393,2
2843,6573,1
2843,6837,1
2843,7087,7
2843,7097,1
2843,7949,1
2843,8023,14
2843,8644,1
2843,8843,43
2843,8921,1
2843,8992,3
2843,9107,8
2843,9216,1
2843,9391,11
2843,9624,1
2843,9943,3
2843,10120,9
2843,11007,1
2843,11013,3
2843,11158,1
2843,12154,23
2844,3795,2
2844,6432,1
2845,6884,1
2845,9109,1
2846,5296,1
2847,4249,1
2847,5401,5
2847,5799,1
2847,6036,2
2847,6064,2
2847,8076,13
2847,8705,8
2847,10401,1
2847,10517,3
2848,3553,1
2848,4469,1
2848,9275,1
2848,10001,1
2848,10639,2
2848,11868,11
2849,3084,2
2849,3410,20
2849,3501,1
2849,4425,7
2849,5186,3
2849,5887,20
2849,5997,52
2849,6310,4
2849,6534,1
2849,7197,4
2849,7235,1
2849,8361,2
2849,8723,7
2849,8727,1
2849,8862,1
2849,9504,1
2849,9730,3
2849,9874,1
2849,10058,3
2849,10092,3
2849,10120,24
2849,10513,4
2849,10849,3
2849,10978,13
2849,11012,1
2849,11074,5
2849,11305,1
2849,11603,5
2850,3283,1
2850,4439,1
2850,5677,1
2850,6858,1
2850,6931,5
2850,6972,3
2850,7105,12
2850,7106,1
2850,9244,66
2851,3005,1
2851,3331,1
2851,4031,1
2851,4137,4
2851,4357,3
2851,4488,1
2851,4605,6
2851,4900,16
2851,5650,2
2851,5948,2
2851,6027,1
2851,6065,2
2851,6306,1
2851,6379,1
2851,6434,1
2851,7620,1
2851,7648,2
2851,8167,1
2851,8760,3
2851,8860,3
2851,8935,1
2851,9390,2
2851,9490,2
2851,9805,1
2851,9853,1
2851,9883,2
2851,9971,13
2851,10743,7
2851,11160,1
2851,11277,14
2851,12309,1
2854,4249,1
2854,6346,2
2855,7471,1
2856,2882,2
2856,3101,1
2856,3154,1
2856,3203,50
2856,3206,7
2856,3209,13
2856,3585,13
2856,3642,6
2856,3644,10
2856,3683,11
2856,3689,1
2856,3746,1
2856,3872,2
2856,3874,4
2856,3973,6
2856,4112,1
2856,4172,5
2856,4197,1
2856,4308,1
2856,4469,1
2856,4674,6
2856,4732,1
2856,4746,6
2856,4770,13
2856,4884,13
2856,4945,4
2856,5026,1
2856,5136,1
2856,5325,1
2856,5408,4
2856,5444,17
2856,5588,10
2856,5670,1
2856,5677,1
2856,5756,2
2856,5908,1
2856,5909,12
2856,6016,24
2856,6020,3
2856,6044,30
2856,6219,1
2856,6372,4
2856,6387,1
2856,6394,5
2856,6462,1
2856,6511,5
2856,6606,12
2856,6747,1
2856,6817,1
2856,6873,1
2856,7000,7
2856,7033,6
2856,7095,1
2856,7105,1
2856,7151,1
2856,7265,1
2856,7551,1
2856,7737,36
2856,7789,1
2856,7857,2
2856,7917,12
2856,8017,1
2856,8034,1
2856,8059,1
2856,8082,2
2856,8333,12
2856,8350,2
2856,8353,1
2856,8644,6
2856,8675,3
2856,8728,22
2856,8739,1
2856,8956,1
2856,8969,3
2856,9198,13
2856,9221,1
2856,9222,10
2856,9275,5
2856,9443,1
2856,9507,1
2856,9520,1
2856,9567,5
2856,9575,1
2856,9579,2
2856,9606,2
2856,9612,1
2856,9625,1
2856,9674,8
2856,9714,5
2856,9725,1
2856,9727,1
2856,9779,42
2856,9936,14
2856,10067,1
2856,10095,1
2856,10100,21
2856,10238,2
2856,10341,11
2856,10376,5
2856,10430,6
2856,10434,1
2856,10506,1
2856,10635,1
2856,10643,5
2856,10663,1
2856,10698,1
2856,10763,2
2856,10774,1
2856,10913,1
2856,11015,2
2856,11274,1
2856,11366,1
2856,11471,1
2856,11729,1
2856,11832,9
2856,11886,4
2856,11891,12
2856,11937,1
2856,12007,1
2856,12108,1
2856,12119,2
2856,12213,1
2856,12221,1
2856,12273,1
2858,2939,1
2858,3341,92
2858,3444,103
2858,3593,2
2858,3698,10
2858,3776,1
2858,3983,1
2858,4249,92
2858,4265,4
2858,4331,1
2858,4518,18
2858,4560,32
2858,4649,92
2858,4725,1
2858,4799,2
2858,5046,1
2858,5047,1
2858,5113,50
2858,5225,4
2858,5291,1
2858,5671,6
2858,5808,6
2858,5810,6
2858,6022,2
2858,6025,2
2858,6308,2
2858,6482,1
2858,6555,2
2858,6694,10
2858,7851,7
2858,7982,2
2858,8003,4
2858,8145,1
2858,8455,1
2858,8464,8
2858,8625,1
2858,8926,92
2858,9402,1
2858,9449,2
2858,10473,2
2858,10639,7
2858,11133,2
2858,11242,3
2858,11505,1
2858,11817,2
2858,11998,4
2858,12233,1
2859,4423,1
2859,4424,1
2859,5134,1
2859,5135,1
2860,4670,1
2860,8761,1
2861,5151,5
2861,8632,3
2861,10238,2
2862,3088,2
2862,6190,2
2862,11895,2
2863,3928,2
2863,6315,1
2863,6552,2
2863,7159,1
2863,8110,8
2863,8463,1
2863,11703,8
2863,11921,6
2863,12170,2
2863,12263,1
2866,4266,1
2866,4359,1
2866,4912,1
2866,6114,1
2866,7116,1
2866,7564,1
2866,9348,1
2866,10378,1
2866,11200,1
2867,3283,1
2867,3367,2
2867,4014,1
2867,4258,1
2867,4297,8
2867,4946,1
2867,5489,2
2867,5859,1
2867,6016,3
2867,6268,1
2867,6269,1
2867,6352,1
2867,6436,1
2867,6461,2
2867,6470,1
2867,6788,2
2867,6988,12
2867,7065,1
2867,7135,1
2867,7429,2
2867,7747,1
2867,7857,1
2867,7988,1
2867,8483,1
2867,8492,1
2867,8493,1
2867,8699,28
2867,8739,1
2867,8958,1
2867,9179,1
2867,9207,1
2867,9323,4
2867,9443,3
2867,10001,1
2867,10040,1
2867,10571,41
2867,10643,1
2867,10664,1
2867,10747,1
2867,10771,8
2867,11403,1
2867,11483,1
2867,11529,2
2867,11809,12
2868,6817,1
2869,4319,2
2869,4363,1
2869,4404,1
2869,4554,1
2869,5453,1
2869,6461,2
2869,6818,1
2869,6886,8
2869,7857,1
2870,5773,10
2870,8828,1
2871,2930,1
2871,3875,1
2871,4120,3
2871,5807,3
2871,7709,3
2871,8002,8
2871,8597,25
2871,8940,43
2871,9994,45
2871,10810,1
2871,10840,1
2871,10970,2
2871,12139,5
2872,2923,8
2872,2930,1
2872,2943,5
2872,3071,1
2872,3121,9
2872,3142,1
2872,3201,1
2872,3331,21
2872,3506,1
2872,3525,4
2872,3884,1
2872,3908,2
2872,4011,16
2872,4135,51
2872,4357,9
2872,4460,3
2872,4473,1
2872,4809,1
2872,5011,1
2872,5673,5
2872,6343,4
2872,6985,1
2872,7399,12
2872,7603,1
2872,7704,5
2872,8730,1
2872,8743,1
2872,9305,34
2872,9650,1
2872,9683,2
2872,9836,1
2872,9879,6
2872,10013,2
2872,10115,1
2872,10225,1
2872,10529,2
2872,10657,1
2872,10743,6
2872,10930,18
2872,11297,10
2872,11401,1
2872,11432,2
2872,11761,1
2872,11928,1
2872,11959,3
2872,12305,9
2873,6921,2
2873,9916,1
2873,10942,3
2874,5033,1
2874,5378,2
2874,5380,2
2874,10082,1
2874,10371,2
2875,8096,1
2875,8479,1
2875,10280,2
2876,6553,1
2876,10547,1
2877,3418,2
2877,5572,2
2877,7164,2
2878,6099,1
2878,6102,1
2878,10787,1
2879,11000,1
2880,5556,2
2880,5742,2
2880,9927,3
2880,10627,6
2880,10657,1
2881,9471,9
2882,3154,2
2882,3206,1
2882,3973,1
2882,6016,1
2882,6387,2
2882,7737,1
2882,7789,1
2882,8017,1
2882,9198,2
2882,9606,1
2882,9779,1
2882,9936,1
2882,10341,1
2882,10913,2
2883,3451,1
2883,5678,6
2883,5981,3
2883,8841,1
2883,9580,4
2883,11533,3
2883,11796,1
2883,11954,4
2884,7982,1
2885,3194,2
2885,3823,2
2885,3917,2
2885,4581,2
2885,4595,2
2885,6729,2
2885,6846,2
2885,10542,3
2885,11239,1
2886,3281,6
2886,3433,1
2886,4277,9
2886,6280,1
2886,6913,7
2886,7652,1
2886,7990,1
2886,8611,1
2886,9795,1
2887,3912,1
2887,5359,1
2887,5424,8
2887,6443,12
2887,6978,1
2887,7026,1
2887,7268,1
2887,8212,1
2887,9366,10
2887,10519,4
2887,11926,1
2888,3501,34
2888,3715,1
2888,4780,3
2888,5183,12
2888,9743,9
2888,11569,3
2889,4828,1
2889,11839,1
2891,7871,1
2891,9437,4
2892,4305,2
2892,4306,2
2892,4830,1
2892,5395,1
2892,6607,1
2892,6822,1
2892,7884,1
2892,8983,3
2892,9919,3
2892,11692,1
2892,12106,1
2893,5237,1
2893,9001,1
2894,6788,1
2894,9499,1
2896,4615,1
2896,8908,1
2897,3101,8
2897,5570,1
2897,6425,1
2897,8144,1
2897,8240,1
2897,8446,4
2897,9492,1
2897,9747,18
2897,10527,13
2897,10770,1
2897,11046,5
2897,12194,7
2899,3065,6
2899,4714,5
2899,4812,5
2899,4813,5
2899,4879,5
2899,7411,16
2899,9038,2
2899,10535,4
2900,3928,2
2900,4043,1
2900,4044,1
2900,4278,4
2900,6979,1
2900,7653,1
2900,8110,6
2901,3235,1
2901,4519,3
2901,5406,1
2901,6817,1
2901,7710,2
2901,8609,17
2901,8736,1
2901,9647,3
2901,10237,1
2901,10826,3
2901,11313,2
2901,11909,1
2901,11933,14
2903,11423,1
2903,12079,1
2904,6580,1
2904,6959,1
2904,8605,1
2904,9596,1
2904,11131,1
2906,7399,1
2906,12157,1
2907,3419,3
2907,3556,1
2907,3934,35
2907,4092,2
2907,4109,1
2907,4112,3
2907,4232,1
2907,4267,1
2907,4284,8
2907,4763,84
2907,4960,1
2907,5318,10
2907,5459,1
2907,6096,1
2907,6469,1
2907,6488,1
2907,6544,31
2907,6697,1
2907,6823,1
2907,7081,1
2907,7450,1
2907,7842,2
2907,7845,9
2907,8213,2
2907,8745,9
2907,8793,1
2907,8821,1
2907,8929,1
2907,9008,1
2907,9316,3
2907,9755,1
2907,10029,51
2907,10643,3
2907,10748,1
2907,10934,1
2907,11449,1
2907,11517,4
2907,11910,3
2907,11911,1
2907,11985,1
2907,12185,2
2908,11175,2
2909,3495,2
2909,6494,2
2909,9518,2
2909,12112,2
2910,11320,1
2911,3243,1
2911,3358,2
2911,3485,2
2911,3583,1
2911,3725,1
2911,3847,1
2911,3893,2
2911,3990,6
2911,4690,20
2911,5230,1
2911,5482,2
2911,5587,1
2911,5610,3
2911,5720,1
2911,5877,1
2911,5896,40
2911,5929,5
2911,6694,1
2911,7064,43
2911,7600,9
2911,7622,17
2911,7742,9
2911,8380,5
2911,8392,3
2911,8689,7
2911,8785,1
2911,8798,4
2911,9015,1
2911,9314,13
2911,9463,1
2911,9870,4
2911,10495,20
2911,10591,2
2911,11033,27
2911,11040,11
2911,11412,2
2911,11769,11
2911,12129,2
2912,3381,1
2912,5251,1
2912,6846,1
2912,8459,1
2912,10232,1
2913,3506,14
2913,4159,6
2913,5403,2
2913,5834,1
2913,6161,48
2913,12274,1
2914,4088,11
2914,4414,15
2914,5570,1
2914,5611,11
2914,7580,11
2914,8649,11
2914,9243,1
2914,9270,17
2914,9984,13
2914,10406,15
2914,10856,2
2914,10917,1
2914,11562,2
2914,11563,2
2915,5210,1
2915,8843,1
2916,4060,1
2916,8432,2
2917,3878,2
2917,7912,2
2917,9861,2
2917,10206,2
2917,11720,2
2917,12142,2
2918,10039,7
2919,3537,1
2919,8571,1
2919,8832,1
2919,10131,1
2920,4926,1
2920,12290,1
2921,3771,1
2921,4239,3
2921,7437,1
2922,3075,1
2922,3237,1
2922,3357,13
2922,4120,13
2922,4442,1
2922,4901,5
2922,5526,1
2922,5807,1
2922,6306,1
2922,6781,1
2922,7143,4
2922,7782,2
2922,7833,1
2922,8473,1
2922,8940,14
2922,9126,3
2923,2930,18
2923,3089,2
2923,3121,1
2923,3201,1
2923,3331,79
2923,3365,2
2923,3506,2
2923,3525,7
2923,3884,123
2923,4047,2
2923,4135,1
2923,4357,3
2923,4460,2
2923,4523,1
2923,4636,1
2923,4735,2
2923,5369,26
2923,5371,26
2923,5457,6
2923,5556,1
2923,5712,1
2923,5737,4
2923,5857,2
2923,5911,10
2923,6052,2
2923,6233,2
2923,6245,1
2923,6915,4
2923,7311,1
2923,7399,33
2923,8566,1
2923,8865,2
2923,9305,4
2923,9344,12
2923,9438,5
2923,9456,2
2923,9594,2
2923,9683,3
2923,9714,6
2923,9801,2
2923,10002,1
2923,10115,1
2923,10136,1
2923,10448,1
2923,10529,4
2923,10538,1
2923,10594,19
2923,10743,9
2923,10930,1
2923,11693,7
2923,11969,2
2923,12277,3
2923,12305,38
2924,3024,1
2924,3042,2
2924,3145,274
2924,3381,76
2924,3471,1
2924,3526,310
2924,3592,426
2924,3746,159
2924,4243,982
2924,4595,1177
2924,4771,55
2924,4778,46
2924,4861,883
2924,5023,331
2924,5561,254
2924,5563,254
2924,5939,1
2924,5940,71
2924,6111,284
2924,6190,2
2924,6729,1188
2924,6794,1
2924,7370,324
2924,7691,149
2924,8373,24
2924,8460,1210
2924,8904,88
2924,9033,1
2924,9321,81
2924,10521,47
2924,10522,102
2924,10728,13
2924,10875,130
2924,11002,3
2924,11890,1
2924,12066,443
2925,6245,4
2926,3286,1
2926,7658,1
2927,11634,1
2928,3728,1
2928,4951,1
2928,5677,1
2928,6293,2
2928,6461,1
2928,6528,4
2928,10133,2
2928,10564,1
2928,11500,6
2928,11526,2
2929,2960,2
2929,5720,1
2930,2954,1
2930,3089,14
2930,3174,3
2930,3263,1
2930,3331,2
2930,3884,6
2930,4297,1
2930,4636,2
2930,4737,7
2930,5369,1
2930,5371,1
2930,5526,6
2930,5807,1
2930,5911,5
2930,6202,1
2930,6868,4
2930,7303,1
2930,7399,2
2930,7706,1
2930,7900,22
2930,8550,5
2930,8597,2
2930,8736,2
2930,8940,11
2930,9061,4
2930,9344,2
2930,9460,1
2930,9994,15
2930,10237,1
2930,10350,2
2930,10459,1
2930,10538,3
2930,11616,4
2930,11796,2
2930,12139,7
2930,12277,1
2930,12305,1
2931,8473,8
2932,3464,3
2932,4014,1
2932,4120,1
2932,4490,1
2932,4846,2
2932,5807,1
2932,5826,3
2932,5996,1
2932,6306,1
2932,6796,1
2932,6913,1
2932,7615,19
2932,8012,1
2932,8578,3
2932,8685,1
2932,8926,1
2932,9511,2
2932,9799,8
2932,9916,13
2932,10747,1
2932,10942,38
2932,11146,2
2932,11242,1
2932,11377,1
2932,12029,13
2932,12081,3
2933,3904,1
2933,4101,1
2933,4477,1
2933,6209,1
2933,6351,1
2933,6437,1
2933,7112,1
2933,7551,1
2933,8042,3
2933,8291,12
2933,9148,3
2933,9725,2
2933,9727,2
2933,9878,1
2933,10026,1
2933,10896,2
2933,11664,13
2934,5643,2
2935,5113,1
2936,8454,2
2936,8967,2
2937,12199,2
2939,3341,1
2939,3444,2
2939,4092,1
2939,4637,8
2939,5482,2
2939,5632,1
2939,5762,4
2939,6694,2
2939,7851,3
2939,8020,1
2939,8285,1
2939,8464,4
2939,9018,1
2939,9155,1
2939,9757,1
2939,10639,5
2939,12164,1
2940,10015,1
2940,12227,1
2940,12290,1
2941,5649,2
2942,2976,3
2942,5223,1
2942,5643,2
2943,2947,1
2943,3043,1
2943,3071,1
2943,3930,6
2943,4004,1
2943,4135,5
2943,4900,2
2943,4952,2
2943,4953,28
2943,5011,4
2943,5673,45
2943,5911,2
2943,6233,7
2943,7399,1
2943,7467,2
2943,8167,9
2943,9879,4
2943,10136,40
2943,10529,36
2943,10930,1
2943,11928,43
2944,5163,1
2944,6065,1
2944,8514,1
2944,10555,1
2944,11826,2
2944,12277,1
2945,9928,1
2946,4763,1
2946,4981,1
2946,6571,2
2946,7336,4
2946,8378,2
2946,8910,1
2946,9100,12
2946,10944,2
2946,11449,1
2946,12157,4
2947,4952,1
2947,4953,1
2947,5673,4
2947,10136,4
2947,11928,1
2948,5948,2
2948,9442,2
2948,9490,2
2949,9030,2
2949,9747,2
2950,4197,2
2950,5026,4
2950,6224,10
2950,10430,3
2951,10887,1
2951,11846,1
2952,9301,1
2953,3077,1
2953,6884,2
2954,4636,1
2954,5807,2
2954,7756,11
2954,7782,4
2954,8002,1
2954,8946,1
2954,11518,2
2955,5548,1
2956,5706,1
2956,8354,1
2959,4435,2
2959,6280,1
2959,6616,1
2960,3149,6
2960,3257,1
2960,3583,22
2960,3845,4
2960,4189,1
2960,4386,1
2960,4521,1
2960,4637,1
2960,4648,3
2960,4690,1
2960,4883,5
2960,5053,2
2960,5516,1
2960,5527,3
2960,5720,55
2960,5929,1
2960,6415,9
2960,7054,2
2960,7064,1
2960,7067,1
2960,7516,1
2960,7600,1
2960,7742,17
2960,8164,1
2960,8591,1
2960,8801,22
2960,8906,1
2960,9286,1
2960,9684,1
2960,10253,1
2960,10467,2
2960,10495,2
2960,10873,1
2960,10940,3
2960,11134,1
2960,11769,1
2960,12129,3
2961,4274,1
2961,4468,6
2961,5020,5
2961,6464,1
2961,7313,1
2961,7742,1
2961,7959,2
2961,8099,10
2961,8711,2
2961,8822,3
2961,8835,1
2961,10894,1
2961,10901,9
2961,11878,1
2963,9631,10
2963,11754,5
2963,12167,4
2964,4494,6
2964,4845,3
2964,4864,6
2964,4997,1
2964,5948,1
2964,6751,2
2964,8584,4
2964,8799,3
2964,9335,1
2964,9665,13
2964,10211,41
2964,10481,5
2964,11649,3
2964,11860,3
2965,3442,1
2965,4143,1
2965,4215,1
2965,4381,1
2965,4624,1
2965,4779,1
2965,5464,1
2965,6258,1
2965,9195,1
2966,3014,1
2966,5226,1
2966,5236,1
2966,5454,2
2966,5821,2
2966,6943,5
2966,7180,1
2966,7706,1
2966,7844,1
2966,7948,2
2966,8407,1
2966,8533,12
2966,8713,2
2966,9375,1
2966,9803,4
2966,10001,12
2966,10700,1
2966,10840,2
2966,11022,3
2966,11153,2
2966,11719,1
2967,4297,7
2967,5209,8
2967,5333,4
2967,6436,6
2967,6943,4
2967,9381,4
2967,9654,3
2967,10255,2
2967,10973,3
2968,3250,8
2968,3275,5
2968,3457,4
2968,3800,1
2968,4339,1
2968,4340,1
2968,5142,1
2968,5468,4
2968,5623,2
2968,6437,1
2968,6689,6
2968,6700,1
2968,7186,8
2968,7575,38
2968,7849,1
2968,7919,1
2968,7956,1
2968,9273,1
2968,9377,3
2968,9449,1
2968,9727,1
2968,9842,1
2968,10075,3
2968,10076,3
2968,10896,1
2968,11100,1
2968,11722,4
2969,5423,1
2969,8457,1
2969,10436,1
2969,12099,1
2970,3749,2
2970,4366,1
2970,5471,2
2970,5472,2
2970,7180,2
2970,7668,1
2970,7911,1
2970,8713,37
2970,9344,5
2970,10538,2
2970,11153,1
2971,11366,2
2973,10316,3
2976,3096,1
2976,4015,1
2976,4081,2
2976,4124,1
2976,4303,2
2976,4762,1
2976,4975,1
2976,5223,23
2976,5295,1
2976,6946,3
2976,7514,2
2976,7959,1
2976,8137,3
2976,8596,5
2976,9203,1
2976,11131,3
2976,11855,3
2977,4240,1
2977,8005,1
2977,9278,1
2978,3010,4
2978,3411,2
2978,3412,9
2978,3839,1
2978,3898,18
2978,3986,6
2978,4342,1
2978,5225,5
2978,5880,1
2978,6351,4
2978,7670,12
2978,8135,1
2978,8979,16
2978,9911,4
2978,10291,3
2978,11380,2
2979,3595,2
2979,3966,28
2979,3967,28
2979,4071,12
2979,4629,1
2979,4630,1
2979,4921,5
2979,5635,28
2979,6808,7
2979,7371,4
2979,8387,14
2979,9035,1
2979,9445,40
2979,9495,2
2979,9496,2
2979,9992,30
2979,10511,2
2979,11679,1
2979,12148,16
2980,7988,5
2980,11468,4
2981,9178,1
2982,5401,3
2982,6333,1
2983,5299,1
2984,9457,1
2984,10559,1
2985,7045,3
2986,6344,2
2987,9792,1
2987,11831,1
2988,9273,8
2988,9661,9
2988,10258,1
2989,3070,4
2989,4681,2
2989,5626,2
2989,5709,20
2989,5723,7
2989,5761,2
2989,5820,1
2989,6080,14
2989,7187,3
2989,8514,3
2989,11713,1
2989,11826,1
2989,11845,7
2989,11989,4
2990,4341,1
2990,8727,1
2990,8787,1
2990,11356,1
2992,6611,2
2992,7716,3
2992,10903,1
2993,3533,4
2993,4582,1
2993,4765,1
2993,4999,4
2993,5296,10
2993,5303,2
2993,5894,1
2993,6172,4
2993,6184,3
2993,6768,2
2993,6932,1
2993,7072,1
2993,8260,1
2993,9346,1
2993,10635,6
2993,11642,1
2993,11667,1
2994,7261,1
2995,4980,1
2995,5583,1
2997,3064,1
2997,11719,1
2997,11720,1
2998,7072,1
2999,3880,1
2999,6700,4
3001,10305,2
3003,5385,4
3003,8301,1
3004,7620,2
3005,4488,1
3005,7620,3
3006,10455,2
3007,3982,4
3007,4031,20
3007,4364,3
3007,5085,12
3007,5114,3
3007,5115,3
3007,5117,1
3007,5650,2
3007,6140,1
3007,6379,6
3007,6554,11
3007,6611,1
3007,6870,2
3007,7559,1
3007,8205,1
3007,8700,1
3007,8935,1
3007,9821,20
3007,10426,14
3007,10961,3
3007,11810,1
3007,12144,4
3008,4325,4
3008,4326,4
3008,7968,5
3008,11056,1
3009,6002,6
3009,9426,5
3009,9428,6
3010,3559,10
3010,3913,1
3010,3959,16
3010,4477,1
3010,4649,3
3010,5008,1
3010,5425,2
3010,6471,3
3010,6790,1
3010,7346,9
3010,7670,3
3010,8004,79
3010,8135,3
3010,8979,43
3010,9119,1
3010,9533,52
3010,9607,24
3010,9748,79
3010,9911,79
3010,9914,1
3010,10342,1
3010,11380,244
3011,3012,2
3011,3027,2
3011,3287,2
3011,4090,1
3011,4091,1
3011,4812,1
3011,4813,1
3011,4985,2
3011,5325,2
3011,5784,1
3011,6060,2
3011,6489,1
3011,6676,1
3011,6886,1
3011,6948,2
3011,7552,2
3011,8330,2
3011,9527,2
3011,9811,5
3011,10220,1
3011,10806,11
3011,10974,4
3011,11472,5
3011,11603,2
3012,3682,2
3012,5784,2
3012,6449,2
3012,6450,14
3012,6905,5
3012,7089,1
3012,7115,8
3012,7795,2
3012,8531,10
3012,9741,4
3012,10005,4
3012,10073,3
3012,10375,2
3012,11528,1
3013,3291,9
3013,3575,2
3013,4191,4
3013,4240,3
3013,4297,6
3013,4303,3
3013,4349,2
3013,4720,1
3013,5445,2
3013,6675,9
3013,7679,3
3013,10080,2
3013,10771,2
3013,10803,1
3013,11109,1
3013,11131,3
3013,11488,3
3013,11565,1
3014,5226,1
3014,5821,1
3014,7180,10
3014,8407,1
3014,8713,1
3014,9375,22
3014,9803,1
3014,11022,1
3014,11153,1
3014,11600,2
3015,3331,3
3015,3506,2
3015,4357,3
3015,4881,3
3015,5448,1
3015,6685,2
3015,7922,1
3015,8009,3
3015,8063,1
3015,8760,2
3015,9456,3
3015,10529,2
3015,11109,1
3015,11494,1
3015,11928,3
3016,3525,1
3016,4850,1
3016,5670,8
3016,5945,1
3016,6511,1
3016,7468,2
3016,7704,1
3016,9714,1
3016,9889,2
3016,10115,1
3016,10649,1
3017,7033,2
3018,3919,1
3019,10009,1
3021,4683,1
3021,6761,1
3021,9029,1
3021,10270,1
3021,12164,1
3022,3233,3
3022,3735,6
3022,3960,3
3022,3968,1
3022,4104,3
3022,4105,3
3022,4886,3
3022,4891,2
3022,5186,6
3022,5724,44
3022,5890,2
3022,6056,1
3022,6337,6
3022,6750,2
3022,6789,2
3022,6824,1
3022,7441,1
3022,7443,2
3022,7501,1
3022,7807,2
3022,7919,1
3022,8130,1
3022,9377,1
3022,9842,1
3022,9996,6
3022,10188,6
3022,10311,6
3022,10753,2
3022,10757,1
3022,11100,1
