Source,Target,Weight
1191,11536,3
1191,11716,11
1193,1325,1
1193,2675,9
1193,2856,1
1193,4959,1
1193,5151,1
1193,5909,1
1193,6016,1
1193,7637,8
1193,7917,1
1193,8532,1
1193,9779,37
1193,9880,1
1193,10585,1
1193,10763,27
1193,10933,2
1194,3856,3
1194,4597,12
1194,4850,3
1194,5403,9
1194,10154,1
1195,3495,1
1195,4054,1
1195,5538,1
1195,6473,12
1195,6494,13
1195,7721,2
1195,8028,1
1195,8641,1
1195,9398,1
1196,1390,4
1196,2765,2
1197,7447,1
1198,4292,5
1198,4597,5
1198,4850,1
1198,5403,5
1198,10154,2
1199,3974,1
1199,9745,2
1199,11025,1
1199,11909,3
1200,1455,1
1200,1630,1
1200,1842,1
1200,1909,1
1200,1957,2
1200,2212,4
1200,2810,1
1200,3136,9
1200,3604,4
1200,4014,3
1200,4425,1
1200,4491,33
1200,4507,5
1200,4597,2
1200,4931,3
1200,4986,2
1200,5075,10
1200,5403,1
1200,7153,1
1200,7277,1
1200,7453,1
1200,7731,9
1200,7831,2
1200,8472,11
1200,8496,22
1200,9194,7
1200,9362,1
1200,9994,2
1200,10002,14
1200,10154,2
1200,10431,5
1200,10668,7
1200,10747,1
1200,11150,2
1200,11385,1
1200,11483,11
1200,11552,3
1200,11907,2
1200,11941,15
1200,12231,6
1200,12264,3
1201,8076,1
1201,8705,1
1202,10999,1
1203,1305,1
1203,1529,3
1203,1936,1
1203,3934,1
1203,4230,7
1203,6688,43
1203,7857,3
1203,8022,1
1203,8958,1
1203,10643,16
1203,11249,1
1203,11285,15
1203,11445,1
1204,1372,1
1204,2503,21
1204,2843,9
1204,3475,1
1204,3647,8
1204,3745,9
1204,4645,6
1204,4746,1
1204,5210,7
1204,5254,1
1204,6380,1
1204,6393,1
1204,7087,38
1204,7219,1
1204,8546,1
1204,8819,2
1204,8843,29
1204,9216,5
1204,9609,1
1204,9858,2
1204,10256,1
1204,11007,1
1204,11013,1
1204,11567,1
1204,12093,4
1204,12154,40
1205,1625,2
1205,1996,1
1205,2843,1
1205,4312,2
1205,5210,5
1205,7087,2
1205,8843,7
1205,11013,1
1205,12154,3
1205,12238,5
1206,8699,1
1207,3424,5
1207,7517,8
1207,8612,8
1207,10639,1
1207,11484,1
1208,6550,1
1208,7471,1
1209,2351,1
1209,2483,1
1209,2624,1
1209,2771,1
1209,4670,1
1209,11419,1
1210,7111,1
1210,7113,2
1210,11009,2
1211,1540,1
1211,7943,1
1212,3374,2
1212,9597,2
1212,10510,14
1213,1973,1
1213,3444,1
1213,5113,2
1213,8464,1
1213,8904,1
1213,9610,1
1213,10631,1
1213,11668,1
1214,2374,1
1214,3065,2
1214,5247,1
1214,6238,1
1214,7074,2
1214,8273,2
1214,8315,1
1214,8516,8
1214,8765,1
1214,9465,1
1214,9811,15
1214,10271,1
1214,10318,1
1214,10942,1
1215,4973,6
1215,11319,3
1215,11397,2
1218,10951,1
1218,11393,1
1219,1306,1
1219,1758,2
1219,2911,3
1219,2960,1
1219,3243,1
1219,5025,2
1219,5587,1
1219,5610,3
1219,5720,3
1219,5877,1
1219,7064,1
1219,7516,2
1219,7600,6
1219,7622,3
1219,7742,1
1219,8798,2
1219,8801,1
1219,9015,1
1219,9046,8
1219,9870,1
1219,10591,4
1219,11040,20
1220,6236,1
1221,2520,2
1221,4880,1
1221,5246,21
1221,10078,9
1221,11659,31
1222,2810,1
1222,10631,4
1223,1227,3
1223,1228,14
1223,2016,1
1223,2273,2
1223,2489,1
1223,2838,1
1223,3379,6
1223,3962,18
1223,5157,1
1223,5619,1
1223,5930,1
1223,6784,3
1223,7577,1
1223,7843,3
1223,8100,14
1223,8869,4
1223,9672,11
1223,10393,1
1223,10731,1
1223,11316,1
1224,1412,1
1225,1787,10
1225,2714,1
1225,3271,5
1225,4011,1
1225,5403,1
1225,6799,21
1225,10673,5
1225,10693,16
1225,12274,1
1226,2014,1
1227,1228,3
1227,2362,1
1227,3146,1
1227,3379,6
1227,3662,2
1227,3887,6
1227,3962,8
1227,4795,1
1227,4978,1
1227,6784,4
1227,7577,2
1227,9635,1
1227,10557,1
1227,11055,1
1227,11316,2
1227,11708,1
1227,11758,2
1228,1545,1
1228,1581,1
1228,2194,1
1228,2226,2
1228,2273,6
1228,2838,1
1228,3379,3
1228,3887,3
1228,3962,19
1228,4230,2
1228,4586,1
1228,5157,1
1228,5284,3
1228,5396,1
1228,6178,1
1228,6455,3
1228,6956,1
1228,7843,4
1228,7978,1
1228,7980,3
1228,8100,17
1228,8122,3
1228,8485,1
1228,8869,5
1228,9672,9
1228,10731,1
1228,12160,1
1229,2856,1
1229,3101,1
1229,3567,1
1229,3746,1
1229,4112,1
1229,4308,1
1229,4469,1
1229,4732,1
1229,5124,1
1229,6173,1
1229,6471,1
1229,6747,1
1229,6817,1
1229,6873,1
1229,7033,1
1229,7151,1
1229,7265,1
1229,7551,1
1229,8135,1
1229,8956,1
1229,8969,1
1229,9275,1
1229,9625,1
1229,9725,1
1229,9727,1
1229,9878,2
1229,10067,1
1229,10195,2
1229,10506,1
1229,10635,1
1229,10643,1
1229,10663,1
1229,10698,26
1229,10774,1
1229,11274,16
1229,11471,1
1229,11868,1
1229,12007,1
1229,12108,1
1230,8446,1
1231,1689,1
1231,7239,1
1231,8021,1
1232,3640,1
1232,12123,1
1233,2127,1
1234,1392,1
1234,1974,3
1234,2069,5
1234,2305,3
1234,2311,1
1234,6824,2
1234,7919,2
1234,8099,3
1234,8130,2
1234,9377,1
1234,9433,3
1234,9439,3
1234,9760,3
1234,9842,5
1234,9989,3
1234,11100,1
1235,1463,1
1235,1758,6
1235,1827,10
1235,1929,1
1235,2911,1
1235,2960,1
1235,3149,4
1235,3358,1
1235,3473,11
1235,3485,43
1235,3583,1
1235,3743,1
1235,3828,3
1235,3961,1
1235,3990,25
1235,4097,1
1235,4098,1
1235,4637,1
1235,5211,3
1235,5610,8
1235,5720,1
1235,5929,2
1235,6384,2
1235,7064,2
1235,7136,4
1235,7487,1
1235,7600,4
1235,7622,4
1235,7742,1
1235,8266,5
1235,8380,3
1235,8591,1
1235,8689,4
1235,8690,1
1235,8906,1
1235,9015,4
1235,9031,2
1235,9046,9
1235,9314,2
1235,9671,1
1235,9870,18
1235,10008,6
1235,10359,1
1235,10591,5
1235,10873,1
1235,10983,1
1235,10994,1
1235,11040,26
1235,11566,7
1235,11769,1
1235,11780,12
1235,11971,3
1235,12129,1
1235,12236,3
1236,10914,1
1236,11367,1
1238,1360,1
1238,1373,5
1238,1592,1
1238,1801,2
1238,1805,1
1238,1815,1
1238,1853,8
1238,1909,4
1238,2017,1
1238,2058,1
1238,2070,140
1238,2256,2
1238,2281,2
1238,2466,1
1238,2472,2
1238,2653,1
1238,2966,1
1238,3039,1
1238,3071,1
1238,3174,1
1238,3212,5
1238,3223,1
1238,3581,4
1238,3638,3
1238,3749,6
1238,3766,1
1238,3793,1
1238,3794,5
1238,4077,1
1238,4120,2
1238,4247,1
1238,4310,1
1238,4311,1
1238,4429,4
1238,4605,1
1238,4737,4
1238,4984,1
1238,4987,1
1238,5039,1
1238,5085,1
1238,5156,2
1238,5236,1
1238,5472,3
1238,5473,4
1238,5526,2
1238,5544,2
1238,5546,45
1238,5821,1
1238,5945,6
1238,5994,2
1238,6028,6
1238,6361,1
1238,6379,1
1238,6388,1
1238,6401,1
1238,6456,3
1238,6617,1
1238,6870,18
1238,6903,4
1238,7038,1
1238,7138,1
1238,7180,6
1238,7277,1
1238,7669,3
1238,7710,15
1238,7778,3
1238,7844,45
1238,7965,2
1238,8097,1
1238,8165,3
1238,8290,1
1238,8322,1
1238,8525,1
1238,8609,1
1238,8634,2
1238,8713,2
1238,8722,1
1238,8792,3
1238,8905,1
1238,8951,2
1238,9082,32
1238,9111,2
1238,9141,1
1238,9169,4
1238,9264,1
1238,9330,3
1238,9336,5
1238,9344,1
1238,9545,6
1238,9667,1
1238,9803,7
1238,10305,2
1238,10316,6
1238,10474,1
1238,10530,1
1238,10700,14
1238,10743,2
1238,10826,1
1238,10946,1
1238,11066,1
1238,11153,6
1238,11215,1
1238,11365,5
1238,11540,1
1238,11600,10
1238,11879,99
1238,11984,2
1238,12012,2
1238,12152,2
1238,12268,3
1238,12275,1
1239,7469,3
1240,1875,1
1240,2506,1
1240,5299,7
1240,7544,1
1240,9599,2
1240,10318,1
1241,4603,2
1242,3958,2
1243,3245,5
1243,5307,4
1243,5459,1
1243,8172,1
1244,3052,22
1244,5330,10
1244,6277,4
1244,9234,4
1244,9433,12
1244,12291,12
1248,1296,1
1248,1368,1
1248,3408,7
1248,3926,2
1248,4140,3
1248,4721,5
1248,8564,2
1248,8963,1
1248,10303,1
1248,10334,1
1249,3202,1
1249,3296,1
1249,3958,3
1249,8408,1
1249,10949,1
1250,2748,1
1250,4240,2
1250,8044,2
1250,10887,2
1251,2930,1
1251,3089,1
1251,7900,2
1251,8940,1
1252,11146,1
1253,1743,1
1253,2629,1
1253,6899,1
1253,9109,1
1254,8890,1
1255,5002,2
1256,3997,1
1257,7622,4
1258,6206,1
1258,6908,1
1258,7685,1
1258,11139,1
1258,11597,1
1258,11613,1
1259,2213,1
1259,7857,1
1259,11109,1
1260,11768,3
1261,10538,1
1262,1611,1
1262,1796,1
1262,2472,1
1262,2637,2
1262,2810,3
1262,3816,12
1262,3902,3
1262,4014,5
1262,4473,1
1262,4491,16
1262,4822,9
1262,4823,9
1262,4931,4
1262,5403,2
1262,6040,11
1262,7066,4
1262,7153,2
1262,7229,7
1262,8473,9
1262,8979,1
1262,9311,10
1262,9496,1
1262,9960,3
1262,10555,3
1262,10668,18
1262,10747,4
1262,10825,1
1262,11483,26
1262,11941,22
1262,11983,1
1264,1294,1
1264,4915,6
1264,4985,3
1264,5264,1
1264,5956,6
1264,10475,4
1264,10483,1
1264,12230,1
1266,7437,2
1267,1515,1
1267,2646,1
1267,4667,7
1267,8223,1
1267,8956,1
1267,9465,2
1267,11877,1
1268,7005,1
1269,6784,2
1269,7850,2
1269,11770,2
1270,2274,1
1270,4737,26
1270,4832,1
1270,7411,1
1270,8671,4
1270,9038,1
1270,9527,1
1270,10320,3
1270,11439,1
1270,12157,4
1271,1776,1
1271,6777,1
1271,7959,1
1271,9449,1
1273,4250,3
1274,5942,3
1274,5956,3
1275,5538,1
1276,1311,1
1276,3481,1
1276,3772,7
1276,3932,7
1276,5019,1
1276,5686,1
1276,6886,3
1276,7097,17
1276,7334,1
1276,7680,1
1276,7989,5
1276,8034,5
1276,8469,1
1276,8643,1
1276,8644,4
1276,10784,1
1276,11696,1
1276,11809,1
1276,12207,1
1277,2911,1
1277,5896,1
1277,5929,1
1277,9314,1
1277,9463,1
1277,11033,1
1277,11769,1
1278,1455,3
1278,1558,1
1278,1607,1
1278,1630,1
1278,2474,1
1278,2802,7
1278,3552,1
1278,4832,26
1278,7731,6
1278,8704,55
1278,8909,1
1278,8994,18
1278,9157,1
1278,9442,2
1278,9460,13
1278,9641,1
1278,11297,1
1278,11439,24
1278,11697,1
1278,12111,3
1279,5118,1
1279,6364,1
1280,2793,6
1280,5033,2
1280,6461,1
1280,8643,1
1280,9540,1
1280,9936,1
1280,11148,3
1281,1914,1
1281,2158,1
1281,4368,9
1281,5734,1
1281,5933,8
1281,6046,7
1281,6058,1
1281,6372,11
1281,6429,1
1281,7408,1
1281,8969,3
1281,9719,18
1281,9720,3
1281,9828,1
1281,10025,6
1281,10951,4
1281,11121,3
1281,11393,13
1281,11423,3
1281,11801,1
1281,11880,2
1281,11900,2
1281,12059,2
1281,12221,1
1282,4135,1
1283,1340,2
1283,1841,1
1283,2703,1
1283,3908,4
1283,6254,1
1283,8664,3
1283,11356,6
1284,4208,2
1284,4325,7
1284,4326,7
1284,11489,2
1285,8967,1
1286,6886,1
1286,8643,2
1286,8644,2
1287,1959,1
1287,2069,3
1287,3052,2
1287,3407,1
1287,6061,1
1287,6953,1
1287,6975,1
1287,7449,1
1287,8993,1
1287,9027,1
1287,9283,1
1287,9433,2
1287,9854,1
1287,10286,1
1287,11981,2
1288,1729,1
1288,2543,6
1288,2982,1
1288,4244,5
1288,5401,10
1288,6333,1
1288,7072,2
1288,7341,1
1288,10639,3
1289,1838,1
1289,3472,1
1289,3768,1
1289,5712,1
1289,9899,1
1290,4249,3
1290,5423,3
1290,11764,1
1291,1572,2
1291,1914,7
1291,2812,2
1291,6046,3
1291,7823,1
1291,8956,1
1291,9045,24
1291,9736,2
1291,10067,3
1291,10482,4
1291,11423,4
1291,12079,2
1291,12092,7
1292,10078,1
1292,11659,1
1294,1687,19
1294,1688,3
1294,2033,4
1294,2347,6
1294,2640,1
1294,3051,1
1294,3178,1
1294,3723,2
1294,4896,1
1294,4897,1
1294,4915,1
1294,5706,14
1294,5956,9
1294,6269,3
1294,6410,1
1294,6480,1
1294,6788,1
1294,7686,1
1294,7752,1
1294,8113,6
1294,9138,2
1294,10475,1
1294,10488,6
1294,11054,4
1294,11158,1
1295,1709,1
1295,7943,1
1296,1368,1
1296,3926,1
1296,4140,1
1296,4295,1
1296,8564,2
1296,10303,1
1296,10334,1
1296,11177,1
1298,7895,5
1299,4990,1
1300,1669,2
1300,2272,2
1300,11239,2
1301,1373,3
1301,1388,1
1301,3785,1
1301,4597,6
1301,4850,1
1301,6870,3
1301,10165,3
1302,3325,5
1302,7182,5
1303,5057,1
1303,5274,8
1303,5858,1
1303,7105,1
1303,10072,3
1303,10937,1
1303,11575,1
1304,5536,1
1304,6043,1
1305,1529,1
1305,2133,1
1305,3011,1
1305,3601,3
1305,3934,1
1305,6676,5
1305,6720,1
1305,8958,1
1305,10643,1
1305,10806,2
1305,11249,1
1306,2911,1
1306,3243,1
1306,5587,1
1306,5610,1
1306,5877,3
1306,7064,1
1306,7622,1
1306,10591,1
1306,11040,1
1307,1374,1
1307,5750,1
1307,6038,2
1307,9427,1
1308,3863,1
1308,12163,1
1309,1389,1
1309,1401,1
1309,1641,4
1309,1869,60
1309,1937,3
1309,2212,1
1309,2230,2
1309,2420,3
1309,2472,4
1309,2577,3
1309,2756,1
1309,3554,26
1309,3795,4
1309,4099,1
1309,4100,1
1309,4107,4
1309,4148,17
1309,4318,1
1309,4357,3
1309,5280,1
1309,5427,19
1309,5429,19
1309,5583,46
1309,5653,1
1309,5655,1
1309,5684,1
1309,6278,2
1309,6306,1
1309,6432,47
1309,7339,1
1309,7386,33
1309,7537,11
1309,7538,7
1309,7667,2
1309,7818,4
1309,8902,15
1309,9107,1
1309,9344,7
1309,9943,18
1309,10120,6
1309,10356,41
1309,10384,1
1309,11036,4
1309,11353,6
1309,11567,25
1309,11680,6
1309,11735,4
1309,11810,6
1310,11242,3
1311,2093,1
1311,5430,1
1311,7097,1
1311,8200,2
1311,10288,19
1312,1406,1
1312,1753,1
1313,3930,7
1313,5270,2
1313,6791,3
1313,9337,2
1314,1401,2
1314,1542,1
1314,1915,1
1314,2147,1
1314,3332,1
1314,3902,1
1314,4474,1
1314,4861,2
1314,4931,1
1314,5210,1
1314,5541,4
1314,7538,2
1314,7992,1
1314,8819,4
1314,8843,1
1314,8904,4
1314,9118,4
1314,9382,1
1314,9943,4
1314,10875,1
1314,11659,4
1314,12091,3
1314,12130,5
1315,1316,4
1315,4170,1
1315,4171,1
1315,4832,1
1315,4848,2
1315,5820,2
1315,5948,37
1315,5950,2
1315,5953,2
1315,7614,2
1315,9335,31
1315,9442,1
1315,9468,7
1315,9490,3
1315,9930,1
1315,10743,2
1315,11439,1
1315,11614,5
1316,1343,1
1316,1385,1
1316,3899,2
1316,4092,1
1316,4151,4
1316,5948,4
1316,9335,1
1316,10211,1
1316,10481,1
1317,4795,1
1317,8906,1
1317,11708,1
1318,1951,1
1318,2307,1
1318,2405,1
1319,3467,1
1319,6214,1
1319,9657,1
1319,10422,1
1320,2503,1
1320,7087,1
1320,8843,1
1320,12093,1
1321,1322,16
1321,8113,1
1321,10647,2
1322,5706,4
1322,6286,1
1322,10647,4
1323,1496,2
1323,8153,2
1324,9518,1
1325,3203,6
1325,3585,12
1325,3800,17
1325,3802,1
1325,3872,2
1325,3874,2
1325,4172,1
1325,5909,3
1325,6219,2
1325,6675,1
1325,6700,4
1325,7737,1
1325,7917,4
1325,7979,1
1325,8241,1
1325,11832,1
1326,4799,3
1326,5113,3
1326,8455,2
1326,10473,1
1327,1328,1
1327,1432,1
1327,1558,2
1327,1970,5
1327,2172,3
1327,2197,13
1327,2372,8
1327,2373,6
1327,2785,3
1327,3998,1
1327,4564,1
1327,5763,1
1327,6065,5
1327,7439,3
1327,7991,20
1327,8104,1
1327,8806,1
1327,8815,2
1327,9157,1
1327,9460,1
1327,9497,1
1327,9770,3
1327,9973,5
1327,10165,58
1327,11439,3
1327,11759,1
1327,11793,1
1328,8104,1
1328,10165,1
1329,9054,1
1330,6065,1
1330,9116,1
1331,1669,1
1331,2036,1
1331,2924,1
1331,3746,1
1331,4243,1
1331,4595,1
1331,4861,1
1331,6729,1
1331,6967,2
1331,7314,2
1331,8904,1
1331,9228,1
1331,10542,1
1331,10728,1
1332,1870,2
1332,5039,13
1332,5309,1
1332,6363,3
1332,6841,3
1332,7710,34
1332,7762,1
1332,8062,4
1332,8722,4
1332,8905,10
1332,10797,1
1333,7136,1
1333,10497,1
1334,1353,1
1334,1605,1
1334,1688,1
1334,2165,1
1334,2780,1
1334,2856,1
1334,3206,1
1334,3585,1
1334,3644,1
1334,4389,1
1334,4746,1
1334,4884,1
1334,4945,1
1334,5013,1
1334,5325,1
1334,5444,1
1334,5588,1
1334,6044,1
1334,6394,1
1334,7000,1
1334,7536,1
1334,8082,1
1334,8353,1
1334,9020,1
1334,10341,1
1334,10430,1
1334,11434,1
1334,12207,1
1335,2065,1
1335,2863,12
1335,3799,1
1335,6315,2
1335,6552,2
1335,7159,2
1335,8463,7
1335,10125,1
1335,10158,3
1335,10477,1
1335,11285,6
1335,11703,4
1335,11921,2
1335,12170,2
1335,12263,1
1336,9997,2
1337,1338,1
1337,2106,4
1337,3245,1
1337,3825,2
1337,4733,2
1337,4775,1
1337,5549,16
1337,6561,1
1337,8172,2
1337,8213,1
1337,8251,1
1337,8793,2
1337,9126,1
1337,9426,2
1337,11551,2
1337,11662,6
1337,11862,1
1338,5549,1
1339,1525,1
1339,1659,3
1339,1720,14
1339,1900,1
1339,2832,1
1339,3247,1
1339,3551,2
1339,3815,2
1339,4400,2
1339,4915,1
1339,4985,1
1339,5158,2
1339,5264,1
1339,5772,1
1339,7694,1
1339,7721,1
1339,7763,12
1339,9427,1
1340,1437,1
1340,1877,1
1340,3908,2
1340,4900,3
1340,5485,1
1340,5820,1
1340,6064,1
1340,6162,1
1340,6984,10
1340,7588,1
1340,10618,2
1340,11614,1
1340,12300,1
1341,1343,7
1342,4120,1
1342,5183,1
1343,1385,1
1343,1633,1
1343,1961,4
1343,2045,1
1343,4092,1
1343,5743,1
1343,7892,1
1343,7893,1
1343,8307,2
1343,9076,14
1343,10659,1
1343,11155,1
1344,1565,63
1344,2070,5
1344,5039,2
1344,6617,2
1344,7710,4
1344,7732,35
1344,9398,48
1344,9545,63
1344,10603,2
1344,12152,76
1346,2858,5
1347,1447,4
1348,1847,1
1348,2782,1
1348,7092,1
1348,9331,3
1348,10142,4
1349,6069,2
1349,8989,2
1350,4197,1
1350,5026,1
1350,6224,1
1351,1734,22
1351,2010,1
1351,2793,8
1351,3154,2
1351,4959,1
1351,5493,10
1351,5609,1
1351,5756,1
1351,5861,1
1351,6016,1
1351,6044,1
1351,6381,9
1351,6387,1
1351,6606,1
1351,6736,1
1351,6858,1
1351,7140,1
1351,7486,1
1351,7737,1
1351,8082,16
1351,8333,1
1351,8350,2
1351,8353,1
1351,9198,2
1351,9540,1
1351,9838,1
1351,10913,1
1351,11148,2
1351,11224,1
1351,11500,1
1351,11832,1
1351,11891,1
1352,5214,3
1353,1688,1
1353,2780,1
1353,3642,29
1353,4038,9
1353,4389,1
1353,5013,1
1353,6287,1
1353,6851,4
1353,7536,4
1353,8082,1
1353,9020,1
1353,11142,1
1353,11434,1
1353,12207,10
1354,9656,4
1355,1648,1
1355,1905,1
1355,2472,2
1355,2620,7
1355,3627,1
1355,3629,5
1355,4307,2
1355,4589,1
1355,5139,1
1355,5724,1
1355,5755,3
1355,6144,1
1355,6379,2
1355,6817,1
1355,7126,10
1355,9103,1
1355,9466,4
1355,9954,9
1355,10237,35
1355,11169,1
1355,11392,3
1355,12072,5
1355,12073,6
1355,12139,1
1355,12204,1
1356,4772,1
1356,8683,1
1356,10249,1
1357,8263,1
1357,10754,1
1358,1937,3
1358,2048,6
1358,2300,3
1358,2475,1
1358,3772,3
1358,5019,11
1358,5210,3
1358,6233,1
1358,8260,3
1358,11642,3
1358,12207,1
1359,5755,1
1359,9954,1
1359,10237,1
1359,12073,1
1360,1838,1
1360,2653,1
1360,2755,15
1360,2966,4
1360,3014,1
1360,3716,1
1360,3749,1
1360,5226,1
1360,5236,3
1360,5821,2
1360,6317,3
1360,7180,5
1360,7844,1
1360,8407,1
1360,8713,2
1360,8736,2
1360,8940,4
1360,9344,1
1360,9375,1
1360,9803,12
1360,10001,16
1360,10002,56
1360,10109,2
1360,10431,1
1360,10538,3
1360,10700,1
1360,10840,3
1360,11022,7
1360,11036,2
1360,11153,2
1360,11489,1
1361,5807,1
1361,9994,2
1362,3567,6
1362,4014,3
1362,5903,10
1362,6173,9
1362,8387,3
1362,9311,3
1362,9664,5
1362,9710,7
1362,11887,1
1363,2783,1
1363,10530,1
1364,1633,1
1364,5760,3
1364,6502,1
1364,7322,1
1365,7090,1
1365,7677,3
1365,8078,3
1365,9968,1
1366,3442,2
1366,4381,2
1366,6258,2
1366,9632,2
1367,1393,1
1367,4264,1
1367,5757,1
1368,3926,1
1368,4140,1
1368,8564,3
1368,10303,1
1369,2664,5
1369,2999,3
1370,6002,1
1371,1799,2
1371,6886,1
1371,8362,1
1372,2503,1
1372,12154,1
1373,1520,13
1373,1766,1
1373,1909,5
1373,2058,5
1373,2070,1
1373,2172,1
1373,2256,6
1373,2472,1
1373,2810,1
1373,3039,1
1373,3724,11
1373,3794,8
1373,3856,9
1373,3919,1
1373,4381,1
1373,4597,45
1373,4737,6
1373,4850,14
1373,4900,1
1373,5011,2
1373,5403,43
1373,5407,5
1373,5650,1
1373,5659,1
1373,5945,13
1373,6292,1
1373,6471,7
1373,6622,1
1373,6870,31
1373,7558,1
1373,7648,1
1373,7710,2
1373,8062,1
1373,8634,5
1373,8700,1
1373,8722,1
1373,8854,12
1373,8890,1
1373,8905,1
1373,9300,3
1373,9344,4
1373,9632,1
1373,9717,3
1373,10397,1
1373,10555,1
1373,10929,1
1373,11081,1
1373,11101,1
1373,11734,1
1373,12157,11
1373,12268,7
1374,5750,1
1374,6038,1
1375,7515,1
1376,1862,1
1376,2053,7
1376,2396,4
1376,3087,17
1376,3254,23
1376,3464,2
1376,4113,21
1376,4414,17
1376,6190,18
1376,6533,11
1376,7236,2
1376,7275,17
1376,7847,8
1376,7914,1
1376,8967,9
1376,9374,1
1376,10141,1
1376,10406,1
1376,11355,8
1377,2027,1
1377,2119,1
1377,2338,5
1377,2888,7
1377,3501,60
1377,3761,6
1377,4780,1
1377,4958,1
1377,5183,15
1377,5349,2
1377,5491,2
1377,5742,5
1377,6379,1
1377,6656,2
1377,6864,1
1377,7240,1
1377,8723,2
1377,9743,9
1377,11183,3
1377,11190,1
1377,11548,2
1377,11569,12
1377,11610,1
1377,11796,2
1377,12157,2
1378,9656,19
1379,1867,1
1379,2159,1
1379,2437,2
1379,2460,1
1379,2812,4
1379,3630,1
1379,3692,3
1379,4656,1
1379,4863,8
1379,8744,1
1379,9124,6
1379,9224,1
1379,9507,12
1379,9692,1
1379,10388,1
1379,11801,2
1379,11964,1
1380,6450,1
1381,3583,3
1381,3845,1
1381,4550,1
1381,5720,1
1382,2788,1
1382,3452,1
1382,4924,25
1382,5858,4
1382,6000,21
1382,7074,4
1382,10072,5
1383,2699,1
1383,2845,1
1383,3771,1
1383,6884,1
1383,7511,1
1383,9109,1
1384,7430,3
1385,1617,3
1385,3962,2
1385,4092,1
1385,4598,3
1385,4803,1
1385,6541,1
1385,6570,23
1385,6571,2
1385,7996,4
1385,8579,2
1385,9264,1
1385,9315,3
1385,9325,2
1385,11539,5
1386,1488,3
1386,1733,1
1386,6274,1
1386,6618,1
1386,6905,2
1386,7331,1
1386,8531,1
1386,8873,5
1386,9163,1
1386,9529,1
1386,11265,1
1386,11527,1
1387,1846,5
1387,2022,1
1387,2044,8
1387,2172,1
1387,2262,1
1387,2441,1
1387,3250,7
1387,4240,1
1387,4587,1
1387,4904,3
1387,5701,3
1387,5807,1
1387,6712,3
1387,7431,1
1387,7916,1
1387,7969,5
1387,8606,3
1387,9273,1
1387,9342,2
1387,10258,1
1387,10547,1
1387,10792,1
1387,11536,6
1387,11716,4
1388,1508,2
1388,2424,1
1388,3567,1
1388,3805,1
1388,4346,1
1388,5304,1
1388,5306,1
1388,5763,1
1388,5928,2
1388,5931,2
1388,6611,1
1388,6740,1
1388,6927,1
1388,7291,1
1388,7532,2
1388,9490,1
1388,9628,1
1388,9973,1
1388,10165,8
1388,10673,3
1388,10687,1
1388,12150,2
1388,12243,1
1389,1869,1
1389,7386,1
1390,1531,12
1390,1568,1
1390,1826,1
1390,1971,1
1390,2142,4
1390,2246,11
1390,2438,1
1390,2765,62
1390,2916,1
1390,3227,6
1390,3424,1
1390,3873,1
1390,3877,3
1390,4204,1
1390,4250,1
1390,4685,1
1390,4686,1
1390,4732,2
1390,5841,7
1390,5872,1
1390,5964,1
1390,6192,6
1390,6873,2
1390,7128,1
1390,7444,9
1390,7610,1
1390,7649,1
1390,8304,3
1390,8692,1
1390,8813,1
1390,9514,7
1390,10126,5
1390,10138,4
1390,10478,7
1390,11072,1
1390,11665,2
1390,11770,13
1390,11771,7
1390,12286,2
1390,12312,7
1391,4130,1
1391,10135,1
1392,1776,1
1392,2311,1
1392,2531,11
1392,2566,1
1392,2713,1
1392,3250,2
1392,3567,1
1392,3667,1
1392,4014,1
1392,4076,1
1392,4469,1
1392,4494,1
1392,4775,1
1392,4864,1
1392,4977,49
1392,5532,4
1392,5676,1
1392,6873,7
1392,7033,1
1392,7046,1
1392,7265,5
1392,7268,1
1392,7515,1
1392,8099,1
1392,8135,1
1392,8914,1
1392,9100,1
1392,9185,1
1392,9275,1
1392,9439,71
1392,9449,1
1392,9630,1
1392,9722,1
1392,9812,6
1392,9842,1
1392,10040,1
1392,10075,1
1392,10173,3
1392,10273,48
1392,10639,1
1392,10663,3
1392,10742,1
1392,10934,1
1392,11098,1
1392,11587,1
1392,11679,1
1392,11887,1
1392,12286,1
1393,4264,1
1393,5757,1
1394,1669,81
1394,2060,81
1394,2658,79
1394,2924,80
1394,3526,80
1394,3592,1
1394,4595,81
1394,4608,1
1394,4609,1
1394,5023,1
1394,5561,80
1394,5563,80
1394,6111,80
1394,6729,80
1394,6794,1
1394,7370,72
1394,7691,1
1394,8373,24
1394,8460,80
1394,9321,79
1394,11002,3
1394,11239,1
1395,10476,1
1395,10887,1
1396,4410,1
1396,10528,1
1397,5526,1
1397,8940,1
1397,11452,1
1398,2373,1
1398,2820,1
1398,5009,1
1398,10154,1
1398,10332,1
1398,11409,1
1398,11614,1
1399,4788,1
1399,6525,3
1399,8428,3
1399,11589,3
1400,8113,3
1400,8226,2
1401,1648,12
1401,1869,1
1401,1915,163
1401,2009,1
1401,2472,3
1401,3233,1
1401,3656,3
1401,3969,1
1401,4010,8
1401,4861,1
1401,5206,1
1401,5323,1
1401,5430,1
1401,5530,1
1401,5541,2
1401,5725,1
1401,6306,8
1401,6379,1
1401,6432,6
1401,6696,2
1401,6901,10
1401,7168,2
1401,7538,1
