Id,Label,Art_num
9439,Mikołaj Skowron,106
9440,Katarzyna Skowronek,77
9441,Natalia Skowronek,1
9442,Tadeusz Skowronek,42
9443,Andrzej Skowroński,19
9444,Daniel Skowroński,1
9445,Witold Skowroński,198
9446,Gabriela Skowyra,2
9447,Dominika Skrępnicka,2
9448,Kinga Skrobot,1
9449,Paweł Skruch,123
9450,Dorota Skrynicka-Knapczyk,8
9451,Dominika Skrzeczek,1
9452,Mariusz Skrzek,4
9453,Tomasz Skrzek,1
9454,Tomasz Skrzekut,67
9455,Sławomir Skrzyniarz,14
9456,Mateusz Skrzyński,55
9457,Paweł Skrzyński,60
9458,Krzysztof Skrzypaszek,47
9459,Monika Skrzypek,1
9460,Stanisław Jan Skrzypek,134
9461,Teresa Skrzypek,13
9462,Aleksander Skrzypiec,3
9463,Jakub Skrzypiec,1
9464,Paweł Skrzypiec,5
9465,Krzysztof Skrzypkowski,159
9466,Wojciech Skubida,31
9467,Anna Skubis,2
9468,Piotr Skubisz,119
9469,Mikołaj Skulich,19
9470,Andrzej Maciej Skulimowski,239
9471,Zdzisław Skupień,64
9472,Rafał Skupio,2
9473,Dawid Skurzok,11
9474,Konrad Skut,1
9475,Anna Skwara,1
9476,Marian Skwarczek,15
9477,Jerzy Skwarczyński,39
9478,Piotr Skwirczyński,3
9479,Anna Słaby,6
9480,Krystyna Slany,29
9481,Filip Slavtchev,4
9482,Piotr Sławęcki,5
9483,Andrzej Sławek,12
9484,Anna Sławek,0
9485,Paweł Sławek,1
9486,Piotr Sławik,2
9487,Krzysztof Sławiński,9
9488,Filip Ślazyk,4
9489,Mateusz Ślażyński,21
9490,Tomasz Śleboda,128
9491,Piotr Ślęczka,1
9492,Małgorzata Śledź,3
9493,Bartosz Ślęzak,2
9494,Marta Ślęzak,56
9495,Michał Ślęzak,113
9496,Tomasz Ślęzak,175
9497,Wojciech Ślęzak,36
9498,Monika Śleziak,14
9499,Bartłomiej Ślipek,7
9500,Monika Ślipek,1
9501,Adrian Śliwa,1
9502,Antoni Śliwa,1
9503,Krzysztof Śliwa,1
9504,Michał Śliwa,1
9505,Paulina Śliwa,2
9506,Piotr Śliwa,2
9507,Tomasz Śliwa,315
9508,Tomasz Śliwa,8
9509,Tomasz Śliwa,1
9510,Urszula Śliwa,1
9511,Zbigniew Śliwa,7
9512,Łukasz Śliwczyński,137
9513,Aleksandra Śliwińska,1
9514,Maciej Śliwiński,8
9515,Piotr Śliwiński,1
9516,Stefan Śliwiński,3
9517,Ireneusz Śliwka,7
9518,Małgorzata Śliwka,87
9519,Anna Śliz,18
9520,Krzysztof  Karol Śliż,4
9521,Maciej Śliz,39
9522,Beata Śliż-Szkliniarz,9
9523,Patrycja Śliż-Szpytma,3
9524,Robert Ślizień,2
9525,Jarosław Ślizowski,23
9526,Łukasz Słoboda,1
9527,Maciej Marek Słoboda,16
9528,Tomasz Słoczyński,2
9529,Aleksandra Słodowska,3
9530,Hubert Słojewski,1
9531,Joanna Słoma,0
9532,Wojciech Słoma,1
9533,Izabela Słomian,53
9534,Magdalena Słomiany,2
9535,Jan Słomiński,8
9536,Beata Słomka,1
9537,Elżbieta Słomka,20
9538,Michał Słomka,4
9539,Paulina Słomka,1
9540,Tadeusz Słomka,178
9541,Jerzy Słomski,4
9542,Jakub Słoniewski,22
9543,Łukasz Słonka,1
9544,Szymon Słonka,1
9545,Anna Ślósarczyk,381
9546,Krzysztof Ślósarczyk,1
9547,Waldemar Ślósarczyk,1
9548,Mieczysław Ślósarz,66
9549,Małgorzata Słota,12
9550,Monika Słota,1
9551,Rafał Słota,9
9552,Renata Słota,194
9553,Mirosław Słowakiewicz,5
9554,Jacek Słowik,13
9555,Jakub Słowik,4
9556,Katarzyna Słowik,1
9557,Kinga Słowik,0
9558,Monika Słowik,2
9559,Wojciech Słowik,5
9560,Martyna Słowikowska,1
9561,Klaudiusz Słowikowski,2
9562,Paweł Słowikowski,8
9563,Natalia Słowińska,1
9564,Kamil Słowiński,2
9565,Konrad Słowiński,1
9566,Edyta Słowioczek,14
9567,Kazimierz Słupczyński,22
9568,Szymon Słupecki,1
9569,Stanisław Słupek,56
9570,Paweł Słupski,3
9571,Piotr Słupski,2
9572,Adam Ślusarczyk,2
9573,Bartłomiej Ślusarczyk,2
9574,Michał Ślusarczyk,2
9575,Ryszard Ślusarczyk,38
9576,Wioletta Ślusarczyk,1
9577,Tomasz Służalec,7
9578,Anita Słyś,1
9579,Paulina Smaczna,3
9580,Joanna Smajdor,86
9581,Norbert Smalera,1
9582,Marcin Smaruń,1
9583,Janusz Smarzowski,6
9584,Mateusz Smendowski,1
9585,Mateusz Smęt,1
9586,Marcin Smętek,19
9587,Szczepan Smętek,0
9588,Janusz Śmiałek,1
9589,Katarzyna Śmiałek,1
9590,Zofia Śmiałowska-Uberman,20
9591,Michał Śmieja,2
9592,Paweł Śmierciak,9
9593,Patrycja Śmiertka,1
9594,Mateusz Śmietana,3
9595,Joanna Śmietańska,28
9596,Piotr Śmigielski,9
9597,Jarosław Smoczek,113
9598,Małgorzata Smok,2
9599,Marzena Smol,73
9600,Grzegorz Smoła,49
9601,Grzegorz Smoła,1
9602,Olaf Smoląg,2
9603,Michał Smolana,1
9604,Michał Smolana,0
9605,Agnieszka Smolarek,15
9606,Leszek Smolarski,10
9607,Robert Smolarz,25
9608,Dawid Smoleń,1
9609,Katarzyna Smoleń,1
9610,Magdalena Smoleń,22
9611,Maria Smoleń,1
9612,Anna Smoleńska,78
9613,Damian Smolik,14
9614,Alicja Smolikowska,1
9615,Katarzyna Smolińska,35
9616,Wojciech Smoliński,9
9617,Maciej Smołka,43
9618,Maksymilian Smolnik,55
9619,Tomasz Smolorz,1
9620,Marek Smoluch,76
9621,Emanuel Smołucha,1
9622,Adam Zenon Smoter,8
9623,Katarzyna Smoter,0
9624,Ewa Smula,1
9625,Rafał Smulski,51
9626,Michał Smuszkiewicz,1
9627,Urszula Smyczyńska,19
9628,Anna Smyk,1
9629,Grzegorz Smyk,12
9630,Michał Smykla,1
9631,Krzysztof Smyksy,137
9632,Beata Smyrak,371
9633,Karolina Smyrok,1
9634,Aleksander Smywiński-Pohl,21
9635,Anna Snakowska,75
9636,Jacek Snamina,97
9637,Paweł Śnieć,4
9638,Maciej Śniechowski,53
9639,Edyta Śnieżek,132
9640,Justyna Śnieżek,4
9641,Bartłomiej Śnieżyński,116
9642,Tomasz Snopkiewicz,36
9643,Ryszard Snopkowski,52
9644,Jakub Sobala,0
9645,Bartosz Sobanek,3
9646,Anna Sobańska,1
9647,Paweł Sobaś,14
9648,Agnieszka Sobczak,2
9649,Jerzy Sobczak,3
9650,Jerzy Józef Sobczak,58
9651,Michał Sobczak,6
9652,Jacek Sobczyk,1
9653,Katarzyna Sobczyk,2
9654,Maciej Sobczyk,25
9655,Sabina Sobczyk,2
9656,Wiktoria Sobczyk,432
9657,Zdzisław Sobczyk,6
9658,Daniel Sobczyński,1
9659,Luiza Sobieraj,1
9660,Michał Sobieraj,6
9661,Sylwester Sobieraj,9
9662,Bartosz Sobik,8
9663,Katarzyna Sobik,3
9664,Zbigniew Stanisław Sobków,21
9665,Przemysław Sobkowiak,16
9666,Justyna Sobocha-Stanuch,6
9667,Agnieszka Sobol,1
9668,Justyna Sobol-Antosiak,1
9669,Grzegorz Soból,3
9670,Sebastian Sobóla,1
9671,Kamil Sobolak,1
9672,Monika Sobolewska,15
9673,Włodzimierz Sobolewski,20
9674,Jan Soboń,17
9675,Michał Soboń,1
9676,Dorota Sobota,1
9677,Jakub Sobota,29
9678,Anna Sobotka,134
9679,Jerzy Sobotka,3
9680,Krystyna Sobowska,7
9681,Marta Sobstyl,1
9682,Hanna Sobucka,1
9683,Sebastian Sobula,62
9684,Mirosław Socha,68
9685,Sylwia Socha,1
9686,Katarzyna Sochaczewska,10
9687,Paweł Sochański,1
9688,Dawid Socholik,0
9689,Michał Soida,5
9690,Krzysztof Soja,3
9691,Wioletta Soja,1
9692,Anna Sojczyńska,32
9693,Anna Sojka,2
9694,Wojciech Sojka,1
9695,Agata Sokół,2
9696,Marian Sokół,7
9697,Mateusz Sokół,1
9698,Monika Sokół,14
9699,Marek Sokolnicki,10
9700,Amadea Sokołowska,1
9701,Natalia Sokołowska,1
9702,Krystian Sokołowski,38
9703,Łukasz Sokołowski,1
9704,Mariusz Sokołowski,40
9705,Piotr Sokołowski,3
9706,Piotr Sokołowski,2
9707,Tadeusz Sokołowski,50
9708,Władysław Sokołowski,3
9709,Wojciech Sokołowski,1
9710,Jerzy Sokulski,15
9711,Szymon Sokulski,1
9712,Julia Sokur,1
9713,Wiesław Solak,7
9714,Wojciech Solarski,73
9715,Jakub Solawa,1
9716,Agnieszka Solecka,4
9717,Monika Solecka,39
9718,Urszula Solecka,15
9719,Marek Solecki,56
9720,Tadeusz Solecki,80
9721,Krzysztof Sołek,86
9722,Marek Sołek,9
9723,Angili Tahereh Soleymani,7
9724,Agnieszka Solińska,15
9725,Bartosz Soliński,94
9726,Grzegorz Soliński,1
9727,Ireneusz Soliński,80
9728,Wojciech Sołtykiewicz,1
9729,Anna Sołtys,82
9730,Barbara Sołtys,3
9731,Marian Sołtys,20
9732,Patryk Sołtys,1
9733,Elżbieta Sołtysiak,17
9734,Jacek Sołtysiak,1
9735,Sławomir Sołtysiak,1
9736,Andrzej Sołtysik,7
9737,Bader Somaiday,0
9738,Filip Sondej,1
9739,Marta Songin-Mokrzan,3
9740,Agnieszka Sopata,2
9741,Paweł Sopata,60
9742,Piotr Soprych,7
9743,Wanda Sordoń,32
9744,Julia Sordyl,18
9745,Weronika Sordyl,2
9746,Krzysztof Sornat,3
9747,Krzysztof Sornek,191
9748,Jakub Sorocki,88
9749,Wiktor Sorys,1
9750,Joanna Sorysz,3
9751,Marcin Sosik,3
9752,Anna Sosna,4
9753,Daria Sosna,1
9754,Artur Sosnal,3
9755,Joachim Sośnica,3
9756,Marta Sośnicka,1
9757,Tomasz Sośnicki,10
9758,Aneta Sosnowska,1
9759,Krzysztof Sosnowski,0
9760,Robert Sosnowski,3
9761,Grzegorz Soszka,1
9762,Mohamad Soubra,0
9763,Anna Sowa,2
9764,Kacper Sowa,16
9765,Karol Sowa,4
9766,Krzysztof Sowa,1
9767,Magdalena Sowa,1
9768,Marcin Sowa,12
9769,Marcin Sowa,1
9770,Marek Sowa,6
9771,Michał Sowa,2
9772,Mirosław Sowa,3
9773,Anna Sowa-Rykowska,1
9774,Magdalena Sowa-Zyzańska,0
9775,Justyna Sowińska-Botor,4
9776,Katarzyna Sowińska,1
9777,Dominik Sowiński,2
9778,Rafał Sowiński,3
9779,Anna Sowiżdżał,201
9780,Józef Spałek,62
9781,Leszek Spałek,3
9782,Zuzanna Spałek,1
9783,Anna Spaleniak,1
9784,Dirk Spengler,1
9785,Anna Spiechowicz,1
9786,Paweł Spieczny,0
9787,Beata Śpiewak,11
9788,Katarzyna Śpiewak,47
9789,Adam Śpiewanowski,1
9790,Bartłomiej Spisak,90
9791,Michał Spisak,1
9792,Krzysztof Spólnik,1
9793,Karol Spórna,2
9794,Maria Springwald,3
9795,Jakub Spytek,27
9796,Dominika Spytkowska,1
9797,Patryk Spytkowski,3
9798,Karol Śreniawski,6
9799,Shreyas Srivatsa,10
9800,Ewa Sroczyk,17
9801,Adam Sroczyński,12
9802,Kamila Środa,3
9803,Marcin Środa,178
9804,Prokop Środa,13
9805,Anna Sroka,2
9806,Grzegorz Sroka,0
9807,Jacek Sroka,1
9808,Jakub Sroka,7
9809,Jakub Sroka,1
9810,Jakub Sroka,1
9811,Katarzyna Sroka,23
9812,Ryszard Sroka,148
9813,Marek Sromek,1
9814,Aleksandra Stabrawa,1
9815,Artur Stabrawa,4
9816,Izabella Stach,92
9817,Monika Stach-Kalarus,12
9818,Paweł Stach,20
9819,Monika Stachak,1
9820,Adam Stacherski,1
9821,Urszula Stachewicz,208
9822,Marta Stachlewska,2
9823,Bartłomiej Stachnik,1
9824,Karolina Stachnik,1
9825,Mateusz Stachnik,1
9826,Magdalena Stachoń,1
9827,Filip Stachowicz,0
9828,Katarzyna Stachowicz,3
9829,Marta Stachowicz,1
9830,Gabriela Stachura,1
9831,Małgorzata Stachura,3
9832,Ryszard Stachura,0
9833,Bernadetta Stachura-Terlecka,13
9834,Józef Stachurski,3
9835,Kamil Stachurski,1
9836,Wacław Stachurski,20
9837,Rafał Stadnik,12
9838,Renata Stadnik,24
9839,Marek Stadtmuller,1
9840,Aleksandra Stafiej,0
9841,Kamil Stajerski,2
9842,Robert Stala,184
9843,Katarzyna Stala-Szlugaj,11
9844,Feliks Stalony-Dobrzański,36
9845,Magdalena Stan,35
9846,Marek Stanclik,3
9847,Agnieszka Stańco,7
9848,Grażyna Stańczak,30
9849,Emil Stańczyk,24
9850,Wiktoria Stańczyk,3
9851,Justyna Stanek,2
9852,Kacper Stanek,1
9853,Kamil Stanek,1
9854,Justyna Stanek-Kapcia,22
9855,Krzysztof Stanek,1
9856,Weronika Stanek,4
9857,Anna Staniek,1
9858,Mila Stanisavljevic,14
9859,Andrzej Stanisławczyk,37
9860,Władysław Stanisławski,2
9861,Jacek Stanisz,39
9862,Przemysław Stanisz,60
9863,Katarzyna Staniszewska,1
9864,Andrzej Staniszewski,4
9865,Jacek Staniszewski,2
9866,Waldemar Staniuk,1
9867,Andrzej Stankiewicz,2
9868,Antoni Stankiewicz,9
9869,Elżbieta Stankiewicz,2
9870,Rafał Stankiewicz,78
9871,Maciej Stańko,1
9872,Michał Stańko,1
9873,Emilia Stańkowska,43
9874,Tomasz Stankowski,1
9875,Józef Stanoszek,1
9876,Maciej Stanuch,20
9877,Michał Stanuszek,2
9878,Tomasz Stapiński,125
9879,Sylwia Stąpór,6
9880,Magdalena Starczewska,6
9881,Jakub Starczewski,2
9882,Jerzy Starczewski,3
9883,Karina Janina Starczynowska,4
9884,Katarzyna Stark,38
9885,Sylwia Staroń,13
9886,Andrzej Staronka,1
9887,Marcin Starościak,1
9888,Dominik Starostka,1
9889,Maria Starowicz,127
9890,Michał Starowicz,1
9891,Helena Starowicz-Rajca,2
9892,Jan Startek,1
9893,Mateusz Staruchowicz,2
9894,Michał Stary,1
9895,Katarzyna Starykiewicz,1
9896,Grażyna Starzec,7
9897,Krzysztof Starzec,49
9898,Mateusz Starzec,7
9899,Bartłomiej Starzyk,31
9900,Jerzy Stasica,65
9901,Paulina Stasica,4
9902,Szymon Stasik,3
9903,Dagmara Stasiowska,10
9904,Dawid Staśko,2
9905,Dominik Staśko,29
9906,Renata Staśko,2
9907,Dominika Staśto,3
9908,Jerzy Staszczak,6
9909,Leopold Staszczak,23
9910,Szymon Staszczak,1
9911,Kamil Staszek,98
9912,Kacper Staszel,7
9913,Magdalena Staszewska,9
9914,Bogdan Staszewski,12
9915,Roman Staszewski,13
9916,Wiesław Jerzy Staszewski,269
9917,Wojciech Staszewski,11
9918,Klaudia Staszkiewicz,3
9919,Marzena Staszkiewicz,23
9920,Mieczysław Staszowski,1
9921,Arleta Staszuk,11
9922,Łukasz Stawiarski,14
9923,Marcin Stawiski,6
9924,Michał Staworko,4
9925,Adam Stawowy,0
9926,Grzegorz Stec,4
9927,Jakub Stec,21
9928,Lena Stec,1
9929,Patryk Stec,5
9930,Przemysław Stec,1
9931,Zofia Stecko,1
9932,Szymon Steczek,2
9933,Patryk Steczkowski,1
9934,Artur Stefańczyk,2
9935,Alexander Stefani,5
9936,Michał Stefaniuk,304
9937,Emilia Stefanowska,3
9938,Anna Stefańska,0
9939,Anna Stefańska-Bernatowicz,3
9940,Monika Stefańska-Kądziela,29
9941,Juliusz Stefański,3
9942,Sebastian Stefański,33
9943,Zdzisław Stęgowski,91
9944,Alex Stelmach,4
9945,Marcin Stelmach,3
9946,Szymon Stelmach,2
9947,Agata Stempkowska,102
9948,Marek Stencel,69
9949,John Stepan,6
9950,Alicja Stepanek,1
9951,Tetiana Stepanenko,4
9952,Agnieszka Stępień,1
9953,Aleksandra Stępień,1
9954,Anna Stępień,54
9955,Barbara Iwona Stępień,10
9956,Bartłomiej Stępień,88
9957,Ewa Stępień,2
9958,Ewelina Stępień,2
9959,Jacek Stępień,85
9960,Joanna Stępień,46
9961,Jonasz Stępień,1
9962,Karolina Stępień,2
9963,Karolina Stępień,1
9964,Leszek P. Stępień,14
9965,Łukasz Stępień,9
9966,Maciej Stępień,2
9967,Marcin Stępień,0
9968,Michał Stępień,43
9969,Patryk Stępień,2
9970,Piotr Stępień,38
9971,Milena Stępień-Zawierucha,28
9972,Ewa Stępińska,2
9973,Janusz Stępiński,55
9974,Tadeusz Stepinski,70
9975,Sylwia Stępka,1
9976,Mateusz Stęplewski,1
9977,Łukasz Stępniewski,12
9978,Elżbieta Stępniowska,22
9979,Aneta Stepuch-Galik,3
9980,Kamil Sterna,3
9981,Agata Sternal,1
9982,Mateusz Sternalski,2
9983,Katarzyna Sternik,3
9984,Mariusz Sterzel,62
9985,Michał Sterzel,2
9986,Edward Stewarski,45
9987,Anna Stężały,8
9988,Hubert Stinia,5
9989,Andrzej Stobiecki,63
9990,Jacek Stobiecki,1
9991,Paweł Stobiecki,1
9992,Tomasz Stobiecki,347
9993,Ewa Stobierska,81
9994,Ludosław Stobierski,237
9995,Katarzyna Stobińska,1
9996,Marcin Stobiński,64
9997,Anna Stoch,54
9998,Dominik Stoch,1
9999,Grzegorz Stoch,2
10000,Jerzy Stoch,1
10001,Leszek Stoch,127
10002,Paweł Stoch,222
10003,Paweł Stoch,4
10004,Stanisław Stoch,4
10005,Tomasz Stoch,49
10006,Bernadetta Stochel,2
10007,Jerzy Bartłomiej Stochel,17
10008,Marek G. Stochel,6
10009,Edyta Stochmal,38
10010,Ewa Stodolak-Zych,0
10011,Mateusz Stojak,1
10012,Piotr Stojecki,2
10013,Jerzy Stojek,66
10014,Małgorzata Stojek,2
10015,Maria Stojkow,66
10016,Andrzej Stok,24
10017,Katarzyna Stolarska,2
10018,Maria Stolecka,3
10019,Józef Stolecki,60
10020,Marta Stolińska,4
10021,Bartosz Stoliński,1
10022,Kinga Stolot,6
10023,Wiktor Stołowski,1
10024,Daniel Stompor,1
10025,Jerzy Stopa,334
10026,Monika Stopa,8
10027,Piotr Stopa,2
10028,Tomasz Stopa,7
10029,Grzegorz Stopka,79
10030,Jolanta Stopka,4
10031,Magdalena Stopka,2
10032,Agnieszka Stopkowicz,49
10033,Edyta Stopyra,1
10034,Michał Stopyra,20
10035,Jagoda Stós,1
10036,Karol Stoś,1
10037,Bartosz Stosio,0
10038,Maria Stosz,2
10039,Michał Strach,73
10040,Tomasz Strączek,65
10041,Tomasz Strączek,1
10042,Marcin Strączkiewicz,29
10043,Jakub Strąg,2
10044,Robert Straka,54
10045,Robert Straś,2
10046,Paulina Strejczek-Jaźwińska,1
10047,Anna Małgorzata Stręk,7
10048,Piotr Stręk,1
10049,Bartłomiej Streszewski,9
10050,Robert Strods,3
10051,Maciej Stroiński,3
10052,Jarosław Strojek,2
10053,Jan Strojny,33
10054,Magdalena Strojny,10
10055,Anna Stronczek,103
10056,Grzegorz Strózik,1
10057,Barbara Strug,8
10058,Andrzej Strugała,169
10059,Marcin Struglik,1
10060,Agata Struś,1
10061,Agnieszka Struś,11
10062,Monika Struska,2
10063,Tomasz Struzik,0
10064,Grzegorz Krzysztof Struzikiewicz,37
10065,Marta Strycharczyk-Budzyń,9
10066,Józef Strycharz,11
10067,Stanisław Stryczek,440
10068,Szymon Stryczek,5
10069,Lesław Stryczniewicz,83
10070,Tytus Stryczniewicz,5
10071,Olena Stryhunivska,12
10072,Marek Stryszewski,50
10073,Katarzyna Strząbała,4
10074,Elżbieta Strzałka,14
10075,Katarzyna Strzałka-Gołuszka,7
10076,Jan Strzałka,73
10077,Krystian Strzałka,2
10078,Radosław Strzałka,140
10079,Tomasz Strzebak,1
10080,Magdalena Strzebońska,30
10081,Paulina Strzebońska,1
10082,Piotr Andrzej Strzeboński,42
10083,Bartosz Strzelczyk,4
10084,Jacek Strzelczyk,35
10085,Milena Strzelczyk,1
10086,Piotr Strzelczyk,2
10087,Edyta Strzelec,20
10088,Oliwia Strzelec,1
10089,Paweł Strzelec,1
10090,Sławomir Strzelec,2
10091,Marta Strzelecka,4
10092,Artur Strzelecki,3
10093,Marcin Strzelecki,1
10094,Piotr Jan Strzelecki,28
10095,Bożena Strzelska-Smakowska,66
10096,Klaudia Strzępek,1
10097,Marcelina Strzępek,2
10098,Paweł Strzępek,84
10099,Anna Strzępowicz,21
10100,Wojciech Strzetelski,28
10101,Magdalena Strzoda,1
10102,Karolina Stuchły,2
10103,Rafał Studnicki,1
10104,Marcelina Studzińska-Wrona,2
10105,Pola Stuglik,1
10106,Marzena Stupkiewicz-Miry,1
10107,Stefan Stupnicki,1
10108,Aleksandra Styga,1
10109,Mirosław Stygar,99
10110,Katarzyna Styk,39
10111,Katarzyna Styk,1
10112,Renata Stypień,2
10113,Miłosz Stypiński,5
10114,Jan Stypka,4
10115,Barbara Stypuła,147
10116,Sławomir Stypuła,1
10117,Krzysztof Styrc,1
10118,Jan Styrkosz,8
10119,Paweł Styrylski,1
10120,Katarzyna Styszko,261
10121,Navaneethan Subramanian,19
10122,Joanna Such,15
10123,Kamil Such,2
10124,Piotr Such,1
10125,Karol Suchan,26
10126,Grzegorz Suchanek,10
10127,Małgorzata Suchanek,24
10128,Filip Sucharski,11
10129,Maciej Suchecki,11
10130,Adam Sucheta,4
10131,Aleksandra Suchodolska,1
10132,Patryk Suchodolski,0
10133,Bogusław Suchoń,2
10134,Katarzyna Suchorowiec,18
10135,Michał Suchorowski,2
10136,Józef  Szczepan Suchy,191
10137,Sławomir Sudak,1
10138,Katarzyna Suder-Dębska,71
10139,Marcin Suder,0
10140,Paweł Suder,1
10141,Paweł Suder,5
10142,Piotr Suder,150
10143,Krystian Sudoł,0
10144,Tomasz Suhs,1
10145,Kazimierz Sujecki,18
10146,Artur Sukiennik,7
10147,Maksymilian Sukiennik,21
10148,Marta Sukiennik,94
10149,Sunija Sukumaran,3
10150,Beata Sularz,2
10151,Bartosz Sułek,6
10152,Marek Sulewski,8
10153,Adrian Suliga,1
10154,Ireneusz Suliga,91
10155,Milena Suliga,13
10156,Piotr Suliga,9
10157,Iwona Sulima,5
10158,Tomasz Sulima-Samujłło,20
10159,Zbigniew Sulima,10
10160,Paweł Suliński,2
10161,Bartosz Sułkowski,62
10162,Grzegorz Sułkowski,13
10163,Xavier Sułkowski,1
10164,Justyna Sułowska,65
10165,Maciej Sułowski,204
10166,Amir Sultan,1
10167,Weronika Sulżycka,1
10168,Michał Sumera,1
10169,Paulina Summa,22
10170,Adam Surdek,1
10171,Józef Surdel,1
10172,Kamil Surmacz,3
10173,Agnieszka Surowiak,105
10174,Iwona Surowiak,3
10175,Anna Surowiec,99
10176,Małgorzata Surowiec,2
10177,Tomasz Surowiec,2
10178,Artur Dawid Surówka,45
10179,Maciej Surówka,17
10180,Maciej Surówka,1
10181,Witold Surówka,18
10182,Adam Sury,3
10183,Wiktor Sus,1
10184,Elżbieta Suszańska-Brzezicka,1
10185,Aneta Sutor,10
10186,Krzysztof Suwada,1
10187,Katarzyna Suwała,1
10188,Wojciech Suwała,88
10189,Estera Suwara,1
10190,Dmytro Svyetlichnyy,119
10191,Karolina Swaczyna,2
10192,Tomasz Swałdek,2
10193,Arkadiusz Swat,3
10194,Izabela Swatek,1
10195,Barbara Swatowska,86
10196,Piotr Swędrak,1
10197,Andrzej Świąder,31
10198,Hubert Świąder,1
10199,Joanna Świąder,12
10200,Weronika Świat,1
10201,Alfred Świątek,1
10202,Bogusław Świątek,67
10203,Gracjan Świątek,1
10204,Iga Świątek,1
10205,Katarzyna Świątek,3
10206,Małgorzata Świątek,2
10207,Paulina Świątek,4
10208,Adrian Świątkowski,5
10209,Kazimierz Świątkowski,42
10210,Jakub Światły,0
10211,Andrzej Świątoniowski,102
10212,Ewelina Światowiec,1
10213,Jolanta Światowska-Mrowiecka,9
10214,Klaudia Świder,1
10215,Krzysztof Świder,2
10216,Ewelina Świderska,3
10217,Bartosz Świderski,1
10218,Monika Świdniak,7
10219,Monika Świdrak,1
10220,Joanna Świdwa-Urbańska,13
10221,Joanna Świebocka-Więk,15
10222,Paweł Świeboda,2
10223,Marta Świebodzka,1
10224,Aleksandra Święch,1
10225,Dominika Święch,33
10226,Dominika Święch,15
10227,Eryk Święch,37
10228,Fabian Święch,2
10229,Iwona Święch,1
10230,Marek Święchowicz,10
10231,Mariusz Święcicki,5
10232,Krzysztof Świentek,617
10233,Aleksandra Świercz,9
10234,Karol Świercz,1
10235,Arkadiusz Świerczek,2
10236,Dorota Świerczek,1
10237,Konrad Świerczek,463
10238,Anna Świerczewska,98
10239,Tomasz Świerczyński,1
10240,Jakub Świerk,1
10241,Agnieszka Świerkosz,12
10242,Ewa Świerkosz,2
10243,Agnieszka Świerkot,1
10244,Łukasz Świerkot,1
10245,Paweł Świerszcz,2
10246,Robert Świerszcz,11
10247,Małgorzata Świętek,19
10248,Marcin Święty,10
10249,Olga Świniarska,14
10250,Szymon Świontek,22
10251,Katarzyna Świrk,30
10252,Aleksander Świst,2
10253,Damian Świst,1
10254,Renata Świst,4
10255,Eugeniusz Świstuń,4
10256,Justyna Swolkień,131
10257,Paulina Syguła,2
10258,Rajmund Sykulski,15
10259,Robert Synoczek,3
10260,Daniel Synowiec,3
10261,Lidia Synowiec-Jaje,4
10262,Milena Synowiec,16
10263,Piotr Synowiec,3
10264,Rafał Synowiecki,4
10265,Adam Sypek,0
10266,Maciej Sypek,1
10267,Urszula Syperowicz,1
10268,Anna Sypień,10
10269,Wojciech Sypień,1
10270,Przemysław Sypka,39
10271,Szymon Sypniowski,22
10272,Barbara Syposz-Łuczak,5
10273,Przemysław Syrek,63
10274,Sławomir Syrek,1
10275,Patryk Syrociak,0
10276,Amadeusz Szabała,1
10277,Aleksandra Szabat-Pręcikowska,28
10278,Szczepan Szablej,1
10279,Grzegorz Szaciłowski,26
10280,Konrad Szaciłowski,217
10281,Michał Szadziul,2
10282,Anna Szafarczyk,76
10283,Sandra Szafarczyk,1
10284,Barbara Szafirska,6
10285,Barbara Szaflarska,5
10286,Ewa Szaflarska,44
10287,Andrzej Szaflarski,2
10288,Bartłomiej Szafran,227
10289,Maria Magdalena Szafran,5
10290,Stanisław Szafran,23
10291,Bartłomiej Szafraniak,28
10292,Beata Szafrańska,12
10293,Franciszek Szafrański,1
10294,Artur Szajding,48
10295,Katarzyna Szajding,6
10296,Małgorzata Szajewska-Skuta,1
10297,Renata Szal,55
10298,Witold Szalacha,1
10299,Agnieszka Szałajko,1
10300,Krystyna Szałajko,3
10301,Piotr Szałajko,2
10302,van Overdijk Ewa Paulina Szalińska,41
10303,Małgorzata Szałkowicz,3
10304,Magdalena Szara-Bąk,3
10305,Barbara Szaraniec,184
10306,Kamil Szarek,0
10307,Mateusz B. Szarek,2
10308,Miłosz Szarek,43
10309,Sylwia Szarek,2
10310,Błażej Szargut,1
10311,Katarzyna Szarłowicz,82
10312,Krzysztof Szastak,1
10313,Mateusz Szatko,3
10314,Martyna Szatkowska,21
10315,Michał Szatkowski,1
10316,Piotr Szatkowski,119
10317,Katarzyna Szawan,2
10318,Anna Szczęch,9
10319,Kamil Szczęch,1
10320,Marcin Szczęch,133
10321,Piotr Szczepańczyk,12
10322,Monika Szczepanek,4
10323,Natalia Szczepanek,1
10324,Paweł Szczepanek,1
10325,Mirosław Szczepaniec,1
10326,Bartłomiej Szczepanik,2
10327,Magdalena Szczepanik-Ciba,12
10328,Ewa Szczepanik,3
10329,Ewelina Szczepanik,0
10330,Maciej Szczepanik,1
10331,Maksymilian Szczepanik,1
10332,Stefan Szczepanik,159
10333,Wojciech Szczepanik,2
10334,Zdzisław Szczepanik,8
